Make,Model,Year,KM's driven,Price,Fuel,Registration city,Car documents,Assembly,Transmission,Condition
Toyota,Passo,2011,140000,2100000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Yaris,2021,87000,4150000,Petrol,Punjab,Original,Local,Manual,Used
Honda,Civic Prosmetic,2006,12345,1550000,Petrol,Karachi,Original,Local,Automatic,Used
Toyota,Passo,2016,80000,3100000,Petrol,Islamabad,Original,Imported,Automatic,Used
Honda,City IVTEC,2015,84000,3450000,Petrol,Lahore,Original,Local,Automatic,Used
Hyundai,Santro,2006,100000,770000,Petrol,Sialkot,Original,Local,Manual,Used
Suzuki,Bolan,2003,35000,625000,Petrol,Sialkot,Original,Imported,Manual,Used
Hyundai,Santro,2006,98000,980000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla GLI,2011,130000,2650000,Petrol,Islamabad,Original,Local,Manual,Used
Honda,Civic Prosmetic,2016,132000,4350000,Petrol,Lahore,Original,Local,Automatic,Used
Toyota,Corolla XLI,2009,123456,1850000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Corrolla Altis,2010,165000,2675000,Petrol,Islamabad,Original,Imported,Automatic,Used
Honda,City IDSI,2003,132000,820000,Petrol,Sindh,Original,Imported,Manual,Used
Daihatsu,Mira,2003,32000,1250000,Petrol,Lahore,Original,Imported,Automatic,Used
Daihatsu,Cuore,2008,160000,950000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Swift,2012,115000,2000000,Petrol,Lahore,Original,Local,Automatic,Used
Toyota,Altis Grande,2013,374545,3250000,Petrol,Islamabad,Original,Local,Automatic,Used
Honda,Civic Prosmetic,2007,108154,1950000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Cultus VXR,2010,145873,990000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Hijet,2017,141000,2050000,Petrol,Unregistered,Original,Imported,Automatic,Used
Changan,Alsvin,2021,42000,3175000,Petrol,Bahawalpur,Original,Local,Manual,Used
Toyota,Passo,2019,31000,3799999,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Baleno,2003,263000,1350000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Corolla XLI,2014,150000,2500000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Cultus VXR,2007,89000,960000,Petrol,Lahore,Original,Local,Manual,Used
Mitsubishi,Ek Wagon,2017,103000,1835000,Petrol,Lahore,Original,Imported,Automatic,Used
KIA,Picanto,2023,12000,1900000,Petrol,Islamabad,Original,Imported,Automatic,Used
Hyundai,Santro,2001,99000,675000,Petrol,Lahore,Original,Imported,Manual,Used
KIA,Picanto,2021,34000,3300000,Petrol,Sindh,Original,Imported,Automatic,Used
Mitsubishi,Ek Wagon,2016,66000,2250000,Petrol,Lahore,Original,Imported,Automatic,Used
Daihatsu,Cuore,2004,98000,870000,Petrol,Karachi,Original,Local,Automatic,Used
Toyota,Yaris,2007,160000,2050000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Bolan,2018,62100,1550000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corrolla Altis,2017,123456,4500000,Petrol,Sindh,Original,Local,Automatic,Used
KIA,Picanto,2020,24800,2650000,Petrol,Karachi,Original,Local,Automatic,Used
KIA,Picanto,2020,3200,3350000,Petrol,Karachi,Original,Imported,Automatic,Used
Honda,Civic Oriel,2013,140000,3280000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Cultus VXR,2010,58000,1140000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Mehran VXR,2016,58000,1020000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City IVTEC,2010,74500,2300000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Mira,2015,73000,2540000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Wagon R,2019,53000,2500000,Petrol,Sindh,Original,Local,Manual,Used
Changan,Alsvin,2021,53000,3550000,Petrol,Punjab,Original,Local,Automatic,Used
Honda,City IVTEC,2020,87000,3800000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Swift,2018,165000,2400000,Petrol,Islamabad,Original,Local,Manual,Used
Daihatsu,Mira,2012,120000,2090000,Petrol,Punjab,Original,Imported,Automatic,Used
Honda,City Aspire,2018,160000,4200000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Alto,2005,123456,735000,CNG,Lahore,Original,Local,Manual,Used
Daihatsu,Cuore,2001,16245,750000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Baleno,2004,100000,695000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Cultus VXR,2007,165500,570000,CNG,Karachi,Original,Local,Manual,Used
FAW,V2,2016,150000,1400000,Petrol,Karachi,Original,Imported,Manual,Used
Daihatsu,Hijet,2012,150000,1390000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Yaris,2021,19700,4300000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Wagon R,2018,110523,1960000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Alto,2019,74000,2400000,Petrol,Punjab,Original,Local,Automatic,Used
Honda,City IVTEC,2009,89000,2200000,Petrol,Karachi,Original,Local,Automatic,Used
Mitsubishi,Lancer,2005,444845,1300000,Petrol,Rawalpindi,Original,Imported,Manual,Used
Toyota,Corolla GLI,2010,100000,2100000,CNG,Lahore,Original,Local,Manual,Used
Honda,Civic Prosmetic,2007,221000,2100000,Petrol,Lahore,Original,Local,Automatic,Used
Toyota,Corolla GLI,2019,39500,4725000,Petrol,Lahore,Original,Local,Automatic,Used
Toyota,Passo,2018,50000,3750000,Petrol,Punjab,Original,Imported,Automatic,Used
Suzuki,Alto,2009,16000,1400000,Petrol,Islamabad,Duplicate,Imported,Automatic,Used
Suzuki,Wagon R,2020,74000,2850000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Swift,2015,80542,2020000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Cultus VXR,2013,78000,1100000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Cultus VXR,2017,98765,1480000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla XLI,2007,195000,1435000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City Aspire,2019,64000,3700000,Petrol,Lahore,Original,Local,Manual,Used
Honda,Civic Oriel,2007,100000,1680000,Petrol,Peshawar,Original,Local,Manual,Used
Mitsubishi,Ek Wagon,2015,74000,2150000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Swift,2013,182000,1925000,Petrol,Islamabad,Original,Local,Manual,Used
Honda,Civic Prosmetic,2006,120000,1470000,Petrol,Lahore,Original,Local,Automatic,Used
Daihatsu,Move,2018,95000,1750000,Petrol,Sindh,Original,Imported,Automatic,Used
Suzuki,Swift,2018,44000,2595000,Petrol,Lahore,Original,Local,Manual,Used
Honda,Civic Prosmetic,2012,89000,2050000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Ravi,2015,85000,725000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Ravi,2010,123456,585000,Petrol,Karachi,Original,Imported,Manual,Used
Suzuki,Swift,2011,110000,1525000,Petrol,Karachi,Original,Imported,Manual,Used
Suzuki,Mehran VXR,2010,12345,810000,CNG,Lahore,Original,Local,Manual,Used
Toyota,Yaris,2020,43000,4450000,Petrol,Lahore,Original,Local,Automatic,Used
Daihatsu,Hijet,2008,10000,1230000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Corrolla Altis,2019,70000,4690000,Petrol,Islamabad,Original,Local,Automatic,Used
Chevrolet,Joy,2006,100000,600000,Petrol,Karachi,Original,Imported,Manual,Used
Suzuki,Bolan,2010,10000,850000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Every,2011,144000,1210000,Petrol,Lahore,Original,Imported,Automatic,Used
Daihatsu,Cuore,2004,125000,650000,Petrol,Sindh,Original,Local,Manual,Used
Honda,Civic Oriel,2015,89000,3990000,Petrol,Lahore,Original,Local,Automatic,Used
Toyota,Corrolla Altis,2012,131000,3050000,Petrol,Karachi,Original,Local,Automatic,Used
Honda,City IVTEC,2019,70000,3350000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Hijet,2018,169000,1415000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Alto,2009,73000,935000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Yaris,2021,46000,4100000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Every,2012,135000,1650000,Petrol,Karachi,Original,Imported,Automatic,Used
Honda,City IDSI,2001,217443,850000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Bolan,2015,82000,935000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City IVTEC,2016,80000,3650000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Mehran VXR,2013,90000,830000,Petrol,Karachi,Original,Local,Manual,Used
Honda,City IVTEC,2012,97000,2635000,Petrol,Punjab,Original,Imported,Automatic,Used
Suzuki,Alto,2004,100000,545000,Petrol,Lahore,Original,Local,Manual,Used
Hyundai,Santro,2008,120000,1315000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla GLI,2014,161000,3200000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Bolan,2013,15938,750000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Mira,2007,200000,1400000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Corolla GLI,2014,107000,2600000,Petrol,Lahore,Original,Local,Manual,Used
Mitsubishi,Ek Wagon,2016,86675,2250000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Corrolla Altis,2004,123456,1580000,CNG,Sindh,Original,Local,Manual,Used
Toyota,Passo,2007,191000,1600000,Petrol,Karachi,Original,Imported,Automatic,Used
Daihatsu,Hijet,2009,42000,1350000,Petrol,Islamabad,Original,Imported,Automatic,Used
Hyundai,Santro,2006,100758,920000,Petrol,Multan,Original,Imported,Manual,Used
Honda,Civic Prosmetic,2002,123456,1280000,CNG,Lahore,Original,Local,Automatic,Used
Suzuki,Wagon R,2021,51000,2590000,Petrol,Lahore,Original,Local,Manual,Used
Changan,Alsvin,2021,17000,3950000,Petrol,Punjab,Original,Local,Automatic,Used
Toyota,Corolla XLI,2010,200000,2170000,CNG,Lahore,Original,Local,Manual,Used
Suzuki,Wagon R,2016,51000,1850000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Wagon R,2016,112000,2000000,Petrol,Lahore,Original,Imported,Manual,Used
Honda,Civic Prosmetic,2003,113000,1250000,Petrol,Karachi,Original,Local,Automatic,Used
Honda,City Aspire,2021,12950,4650000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Cultus VXR,2006,115000,700000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Swift,2012,115000,1700000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Every,2013,77000,1525000,Petrol,Sindh,Original,Imported,Automatic,Used
Toyota,Corrolla Altis,2012,130000,3350000,Petrol,Lahore,Original,Local,Automatic,Used
Honda,Civic Prosmetic,2007,100000,1800000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Cultus VXR,2008,80000,930000,Petrol,Karachi,Original,Local,Manual,Used
Honda,Civic Oriel,2013,112000,2980000,Petrol,Lahore,Original,Imported,Automatic,Used
Daihatsu,Mira,2015,99000,2300000,Petrol,Lahore,Original,Imported,Automatic,Used
Honda,City IVTEC,2014,82000,2575000,Petrol,Karachi,Original,Local,Automatic,Used
Daihatsu,Mira,2007,145000,1575000,Petrol,Karachi,Original,Imported,Automatic,Used
FAW,X-PV,2014,100000,730000,Petrol,Lahore,Original,Local,Manual,Used
FAW,V2,2015,125000,1310000,Petrol,Lahore,Original,Imported,Manual,Used
Toyota,Altis Grande,2017,104000,4450000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Mehran VXR,2018,12345,1250000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla XLI,2011,200000,1960000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Corolla GLI,2016,100000,3500000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Swift,2015,120000,2440000,Petrol,Islamabad,Original,Local,Manual,Used
Hyundai,Santro,2002,178455,600000,Petrol,Karachi,Original,Imported,Manual,Used
Honda,City IVTEC,2016,31000,3350000,Petrol,Karachi,Original,Local,Automatic,Used
Honda,Civic Prosmetic,2010,250500,2270000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Alto,2002,70000,625000,Petrol,Rawalpindi,Original,Local,Manual,Used
Suzuki,Ravi,2017,70000,820000,Petrol,Karachi,Original,Imported,Manual,Used
Honda,City IVTEC,2017,88000,3350000,Petrol,Lahore,Original,Local,Manual,Used
Honda,Civic Prosmetic,2003,100000,1180000,Petrol,Karachi,Original,Local,Automatic,Used
Honda,Civic Prosmetic,2003,123456,1380000,Petrol,Sindh,Original,Local,Automatic,Used
Toyota,Yaris,2021,46000,4950000,Petrol,Unregistered,Original,Imported,Automatic,Used
Changan,Alsvin,2022,35000,4200000,Petrol,Unknown,Original,Local,Automatic,Used
Honda,City IVTEC,2010,100000,2320000,Petrol,Lahore,Original,Local,Automatic,Used
Daihatsu,Cuore,2006,123456,970000,Petrol,Lahore,Original,Imported,Automatic,Used
Toyota,Corolla XLI,2013,220000,2350000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City Aspire,2014,101000,2780000,Petrol,Karachi,Original,Imported,Automatic,Used
Honda,City IVTEC,2016,70500,2820000,Petrol,Dadu,Original,Local,Manual,Used
Daihatsu,Hijet,2017,121000,1450000,Petrol,Lahore,Original,Imported,Automatic,Used
Honda,City Aspire,2009,83000,2180000,Petrol,Karachi,Original,Local,Automatic,Used
Daihatsu,Cuore,2003,100000,575000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Wagon R,2017,90000,3050000,Petrol,Islamabad,Original,Imported,Automatic,Used
Suzuki,Bolan,2014,81000,1250000,Petrol,Islamabad,Original,Local,Manual,Used
Daihatsu,Terios Kid,2011,99800,2475000,Petrol,Islamabad,Original,Imported,Automatic,Used
Daihatsu,Hijet,2011,236000,1180000,Petrol,Karachi,Original,Imported,Manual,Used
Toyota,Corolla XLI,2016,5555,3250000,Petrol,Islamabad,Duplicate,Local,Manual,Used
Daihatsu,Cuore,2003,200000,650000,Petrol,Lahore,Original,Imported,Manual,Used
Honda,Civic Prosmetic,2013,110000,3450000,Petrol,Islamabad,Original,Local,Automatic,Used
Hyundai,Santro,2005,150000,975000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City IDSI,2003,235000,1180000,Petrol,Lahore,Original,Imported,Automatic,Used
Mitsubishi,Pajero Mini,2008,291800,1500000,Petrol,Sialkot,Duplicate,Local,Manual,Used
Daihatsu,Cuore,2008,95000,875000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Move,2007,125000,1250000,Petrol,Lahore,Original,Imported,Automatic,Used
Hyundai,Santro,2007,55000,1050000,Petrol,Rawalpindi,Original,Imported,Manual,Used
Toyota,Corrolla Altis,2009,159847,1960000,Petrol,Sindh,Original,Imported,Manual,Used
Honda,City Aspire,2016,94000,2850000,Petrol,Sindh,Original,Local,Manual,Used
Honda,City Aspire,2016,75000,3600000,Petrol,Karachi,Original,Local,Automatic,Used
Daihatsu,Cuore,2008,88000,1050000,Petrol,Karachi,Original,Local,Manual,Used
Mitsubishi,Lancer,2006,65000,1550000,Petrol,Karachi,Original,Imported,Automatic,Used
Changan,Karvaan,2021,65000,2275000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Corrolla Altis,2012,185000,3050000,Petrol,Lahore,Original,Imported,Automatic,Used
Honda,Civic Prosmetic,2002,160000,1680000,Petrol,Lahore,Original,Local,Automatic,Used
Honda,City IVTEC,2016,100000,3200000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Wagon R,2021,37500,2650000,Petrol,Punjab,Original,Local,Manual,Used
Honda,City IVTEC,2022,44000,4700000,Petrol,Islamabad,Original,Local,Automatic,Used
Hyundai,Santro,2005,99000,890000,CNG,Karachi,Original,Local,Manual,Used
Toyota,Corolla XLI,2006,50000,1650000,Petrol,Sahiwal,Original,Local,Manual,Used
Hyundai,Santro,2001,170000,800000,Petrol,Lahore,Original,Imported,Manual,Used
Toyota,Corolla GLI,2007,100000,2100000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Cultus VXR,2018,75000,2350000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Bolan,2012,86988,695000,Petrol,Faisalabad,Original,Local,Manual,Used
Daihatsu,Hijet,2018,16500,2450000,Petrol,Islamabad,Original,Imported,Automatic,Used
Honda,City Aspire,2017,51000,3400000,Petrol,Lahore,Original,Imported,Manual,Used
Toyota,Corolla XLI,2014,89000,2500000,Petrol,Sindh,Original,Local,Manual,Used
Suzuki,Wagon R,2022,38850,2800000,Petrol,Punjab,Original,Local,Manual,Used
Mitsubishi,Lancer,2005,298050,1152000,Petrol,Sindh,Original,Imported,Manual,Used
Suzuki,Swift,2021,56000,3000000,Petrol,Karachi,Original,Local,Automatic,Used
Honda,City IVTEC,2006,180000,1580000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City IDSI,2007,123456,1975000,Petrol,Lahore,Duplicate,Imported,Manual,Used
Daihatsu,Mira,2020,13323,3450000,Petrol,Unregistered,Original,Imported,Automatic,Used
Toyota,Corrolla Altis,2019,83000,4670000,Petrol,Lahore,Original,Local,Automatic,Used
Honda,City Aspire,2017,46000,3550000,Petrol,Lahore,Original,Local,Manual,Used
FAW,V2,2018,138000,1425000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Bolan,2022,34000,1825000,Petrol,Sindh,Original,Local,Manual,Used
Daihatsu,Cuore,2007,50000,750000,Petrol,Sindh,Original,Local,Manual,Used
Daihatsu,Mira,2006,91140,1350000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Alto,2021,40000,2170000,Petrol,Karachi,Original,Local,Manual,Used
KIA,Classic,2001,234568,330000,Petrol,Mirpur,Original,Local,Manual,Used
Honda,City IVTEC,2016,107641,3200000,Petrol,Lahore,Original,Imported,Manual,Used
Daihatsu,Terios Kid,2005,41816,1740000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Passo,2013,90000,2550000,Petrol,Islamabad,Original,Imported,Automatic,Used
Suzuki,Every,2011,12345,1825000,Petrol,Islamabad,Original,Imported,Manual,Used
Suzuki,Bolan,2018,80000,1250000,Petrol,Lahore,Original,Local,Manual,Used
Mercedes,C Class,2006,200000,2500000,Petrol,Lahore,Original,Imported,Automatic,Used
Toyota,Corolla XLI,2016,108000,2895000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Cuore,2009,94000,890000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Cultus VXR,2008,132000,840000,CNG,Karachi,Original,Local,Manual,Used
Changan,Alsvin,2022,31000,3835000,Petrol,Punjab,Original,Local,Automatic,Used
Suzuki,Mehran VXR,2006,10000,535000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla XLI,2010,218000,1980000,Petrol,Islamabad,Original,Local,Manual,Used
Daihatsu,Cuore,2003,35000,930000,Petrol,Islamabad,Original,Imported,Manual,Used
Suzuki,Bolan,2022,6000,1740000,Petrol,Karachi,Original,Imported,Manual,Used
Suzuki,Wagon R,2019,76000,2220000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Alto,2021,30000,2150000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Passo,2006,186666,1700000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Yaris,2020,119000,4095000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Bolan,2020,40000,1900000,Petrol,Rawalpindi,Original,Local,Manual,Used
Mitsubishi,Pajero Mini,2012,84000,2300000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Baleno,2005,130000,800000,Petrol,Multan,Original,Local,Manual,Used
Suzuki,Cultus VXR,2015,72000,1450000,Petrol,Karachi,Original,Local,Manual,Used
Honda,City IDSI,2007,150000,1840000,Petrol,Sindh,Original,Local,Automatic,Used
Suzuki,Swift,2017,103000,2800000,Petrol,Islamabad,Original,Local,Automatic,Used
Honda,Civic Prosmetic,2014,118000,3150000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Wagon R,2017,76500,2100000,Petrol,Lahore,Original,Local,Manual,Used
Hyundai,Santro,2000,150000,615000,Petrol,Lahore,Original,Local,Manual,Used
Mitsubishi,Lancer,2005,95000,1525000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Yaris,2021,21000,4270000,Petrol,Karachi,Original,Local,Automatic,Used
Daihatsu,Move,2014,68000,2450000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Corolla GLI,2017,152000,4000000,Petrol,Pirmahal,Original,Local,Manual,Used
Toyota,Corolla XLI,2009,160000,2300000,Petrol,Faisalabad,Original,Imported,Manual,Used
Changan,Karvaan,2021,35000,2500000,Petrol,Punjab,Original,Local,Manual,Used
Suzuki,Wagon R,2018,49000,2150000,Petrol,Lahore,Original,Local,Manual,Used
Hyundai,Santro,2005,100000,800000,Petrol,Faisalabad,Original,Local,Manual,Used
Suzuki,Mehran VXR,2015,82000,1050000,Petrol,Karachi,Original,Local,Manual,Used
KIA,Spectra,2002,106000,650000,Petrol,Karachi,Original,Imported,Manual,Used
Suzuki,Bolan,2006,123456,660000,Petrol,Karachi,Original,Local,Manual,Used
Honda,City IDSI,2007,180000,1810000,Petrol,Lahore,Original,Imported,Manual,Used
Changan,Alsvin,2022,2200,4100000,Petrol,Lahore,Original,Local,Automatic,Used
Toyota,Corolla GLI,2010,130000,2285000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Alto,2006,147500,950000,Petrol,Lahore,Original,Local,Manual,Used
KIA,Classic,2002,125000,350000,CNG,Karachi,Original,Imported,Manual,Used
Suzuki,Cultus VXR,2014,99000,1415000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Yaris,2020,109000,4850000,Petrol,Karachi,Original,Imported,Automatic,Used
Changan,Alsvin,2022,22000,3750000,Petrol,Karachi,Original,Local,Automatic,Used
Hyundai,Santro,2003,100000,850000,Petrol,Multan,Original,Local,Manual,Used
Toyota,Corolla GLI,2019,57000,4280000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Mehran VXR,2015,10000,815000,Petrol,Karachi,Original,Local,Manual,Used
Honda,City IVTEC,2021,40000,4500000,Petrol,Islamabad,Original,Local,Manual,Used
Honda,Civic Oriel,2005,100000,1230000,Petrol,Sindh,Original,Local,Manual,Used
Suzuki,Cultus VXR,2012,7343,1050000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Cuore,2004,173000,750000,Petrol,Karachi,Original,Local,Automatic,Used
Toyota,Corrolla Altis,2019,156000,4925000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Alto,2014,180000,1650000,Petrol,Lahore,Original,Imported,Automatic,Used
Daihatsu,Mira,2007,99000,1750000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Swift,2018,41636,2350000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Alto,2021,33600,2450000,Petrol,Mianwali,Original,Local,Manual,Used
Honda,City IVTEC,2018,94000,3110000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Bolan,2020,44000,1700000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Cultus VXR,2016,87000,1825000,Petrol,Karachi,Original,Local,Manual,Used
